property_id,lat,lng,addr_street,suburb,number_of_houses,number_of_units,municipality,population,aus_born_perc,median_income,median_house_price,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag
65691,-37.77897700000001,145.311791,111a Manchester Road,MOOROOLBARK,7655.0,1413.0,Yarra Ranges,18998.0,80%,"$1,360","$874,500",WEST WIMMERA,19877,0.644751,46.0,1
9247,-37.85302100000001,144.727425,10 Khan Court,TRUGANINA,12111.0,961.0,Wyndham,39324.0,74%,"$1,402","$680,500",CENTRAL GOLDFIELDS,46468,2.57127,no direct trip is available,0
31643,-37.731527,144.987425,1/29 Dunstan Street,PRESTON,11418.0,7672.0,Darebin,27067.0,63%,"$1,155","$1,075,700",BOROONDARA,20011,1.395255,37.0,1
82688,-37.90762700000001,145.273665,258 Karoo Road,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19867,3.408829,49.0,1
90975,-37.968065,145.072012,7 Shelford Court,CHELTENHAM,8087.0,5856.0,Kingston,18907.0,74%,"$1,233","$1,167,300",YARRA RANGES,19866,1.539815,40.0,1
15553,-37.736195,144.880323,13 Rutland Street,NIDDRIE,2198.0,1140.0,Moonee Valley,13979.0,69%,"$1,204","$1,148,000",MANSFIELD,20036,3.779691,19.0,1
20936,-37.761576,144.953139,28 Fraser Street,BRUNSWICK,8835.0,8041.0,Moreland,20155.0,62%,"$1,433","$1,265,800",MARIBYRNONG,19967,0.665032,18.0,1
82048,-37.97841500000001,145.239754,29 Floriana Avenue,DOVETON,3150.0,953.0,Casey,9801.0,59%,$819,"$602,200",HINDMARSH,19888,2.931771,46.0,1
92684,-37.992003,145.085651,13 Keith Street,PARKDALE,4160.0,2433.0,Kingston,24045.0,76%,"$1,492","$1,341,800",STONNINGTON,19864,0.826711,45.0,1
47643,-37.723368,145.148548,92 Brougham Street,ELTHAM,6040.0,1782.0,Nillumbik,28827.0,85%,"$1,923","$1,178,700",FRANKSTON,19987,1.094816,52.0,1
33563,-37.708033,145.021455,102 Purinuan Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,1.051489,41.0,1
95079,-37.931841,145.04306699999995,2 Rogers Road,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19937,0.622063,34.0,1
72371,-37.840709,145.255458,4 Marlborough Road,BAYSWATER,4737.0,3089.0,Knox,19945.0,77%,"$1,186","$865,500",INDIGO,19870,1.120321,41.0,1
45935,-37.711317,145.124595,2/30 Baldwin Avenue,MONTMORENCY,3368.0,1434.0,Banyule,8154.0,87%,"$1,457","$1,111,000",PORT PHILLIP,19986,0.519366,48.0,1
96476,-37.9968,145.273187,12-16 Old Gunns Court,HALLAM,3494.0,1290.0,Casey,9061.0,56%,"$1,156","$724,000",GLEN EIRA,19885,2.350135,50.0,1
85832,-37.88204575,145.01254269999995,79 Allison Road,ELSTERNWICK,3005.0,3427.0,Glen Eira,10824.0,69%,"$1,497","$1,859,300",MORELAND,19954,1.066561,no direct trip is available,0
40545,-37.688136,145.058421,4 Dryden Court,BUNDOORA,8943.0,3243.0,Whittlesea,24119.0,69%,"$1,172","$876,900",WODONGA,19984,3.383495,42.0,1
8032,-37.75187,144.749436,11 Roycroft Avenue,BURNSIDE,1290.0,343.0,Melton,14107.0,57%,"$1,423","$788,300",MOYNE,20002,4.522843,28.0,1
58830,-37.810536,145.170203,2C Mardion Drive,NUNAWADING,4033.0,2270.0,Whitehorse,20796.0,70%,"$1,202","$1,171,100",STONNINGTON,19899,1.194095,28.0,1
128,-37.793442,144.889969,1/30 MacPherson Street,FOOTSCRAY,5286.0,6864.0,Maribyrnong,16926.0,49%,"$1,181","$869,400",WHITTLESEA,20023,1.017008,15.0,1
77781,-37.926572,145.198873,25 Grantham Terrace,MULGRAVE,7213.0,1477.0,Monash,22093.0,60%,"$1,348","$1,022,600",MACEDON RANGES,19891,4.595277,38.0,1
9567,-37.853324,144.717306,5 Keats Court,TRUGANINA,12111.0,961.0,Wyndham,39324.0,74%,"$1,402","$680,500",CENTRAL GOLDFIELDS,46468,3.22587,no direct trip is available,0
85576,-37.881875,145.000057,37 Gordon Street,ELSTERNWICK,3005.0,3427.0,Glen Eira,10824.0,69%,"$1,497","$1,859,300",MORELAND,19954,0.328791,no direct trip is available,0
57242,-37.827333,145.076323,30 Maling Road,CANTERBURY,2781.0,1325.0,Boroondara,7418.0,80%,"$2,352","$2,875,800",MELBOURNE,19893,0.534991,20.0,1
88038,-37.941966,145.054341,1/51 Bulli Street,MOORABBIN,2571.0,1673.0,Kingston,13081.0,69%,"$1,294","$1,283,800",MANSFIELD,19872,1.309624,37.0,1
49139,-37.803613,145.082512,19 Kaleno View,BALWYN,4589.0,2796.0,Boroondara,13849.0,71%,"$1,563","$2,551,100",HOBSONS BAY,19893,2.326189,20.0,1
78619,-37.951845,145.159144,14 Eighth Boulevard,SPRINGVALE,6280.0,4315.0,Greater Dandenong,18147.0,36%,$884,"$895,800",GREATER BENDIGO,19913,0.563276,36.0,1
85494,-37.883182,145.007392,3 Curral Road,ELSTERNWICK,3005.0,3427.0,Glen Eira,10824.0,69%,"$1,497","$1,859,300",MORELAND,19954,0.596762,no direct trip is available,0
31792,-37.750918,145.017768,121 Raglan Street,PRESTON,11418.0,7672.0,Darebin,27067.0,63%,"$1,155","$1,075,700",BOROONDARA,20013,1.660973,33.0,1
62340,-37.80385,145.239756,81 Sonia Street,RINGWOOD,6350.0,4648.0,Maroondah,28808.0,79%,"$1,393","$1,024,000",MACEDON RANGES,19879,1.287969,38.0,1
82908,-37.90602,145.256244,80 Karoo Road,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,4.36716,46.0,1
30662,-37.758038,144.989003,124 Normanby Avenue,THORNBURY,6018.0,4275.0,Darebin,16671.0,63%,"$1,275","$1,361,700",LATROBE,20014,0.905355,31.0,1
28164,-37.8037389,144.976394,2/175 Fitzroy Street,FITZROY,3147.0,5530.0,Yarra,9007.0,63%,"$1,483","$1,568,000",NILLUMBIK,19843,0.870016,2.0,1
30924,-37.7566452,144.9992523,20 Harold Street,THORNBURY,6018.0,4275.0,Darebin,16671.0,63%,"$1,275","$1,361,700",LATROBE,20014,0.18722,31.0,1
67311,-37.757514,145.342686,2F John Street,LILYDALE,5989.0,2379.0,Yarra Ranges,13615.0,82%,"$1,284","$908,900",FRANKSTON,19876,0.494877,51.0,1
41748,-37.740477,145.068736,183 Lower Plenty Road,ROSANNA,3073.0,1156.0,Banyule,21826.0,77%,"$1,551","$1,192,000",EAST GIPPSLAND,19936,0.351681,36.0,1
87942,-37.93956,145.009649,76 Thomas Street,HAMPTON,4651.0,2612.0,Bayside,11231.0,78%,"$1,653","$2,032,200",WYNDHAM,19949,0.739315,no direct trip is available,0
43510,-37.712314,145.076609,16 Leafield Street,WATSONIA,2191.0,614.0,Banyule,8932.0,82%,"$1,300","$879,500",MANNINGHAM,19984,0.650435,42.0,1
13679,-37.750887,144.915285,1008 Mt Alexander Road,ESSENDON,6869.0,5592.0,Moonee Valley,22442.0,81%,"$1,571","$1,550,000",NILLUMBIK,20037,0.576092,16.0,1
25205,-37.583855,144.908345,12 Folger Road,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,3.676253,41.0,1
23301,-37.74710083,144.9636536,9b Methven Street,COBURG,10323.0,4557.0,Moreland,29021.0,63%,"$1,268","$1,129,500",MOONEE VALLEY,19965,0.530139,23.0,1
45148,-37.706794,145.08925,486 Greensborough Road,GREENSBOROUGH,7426.0,2533.0,Banyule,26045.0,83%,"$1,524","$984,000",GLEN EIRA,19984,0.667663,42.0,1
24655,-37.677756,144.966584,14 CAMBRIDGE WAY,CAMPBELLFIELD,2830.0,1163.0,Hume,5480.0,48%,$786,"$588,600",STRATHBOGIE,19960,2.178779,34.0,1
51439,-37.7928036,145.1257471,45 Tram Road,DONCASTER,7598.0,4243.0,Manningham,17447.0,58%,"$1,242","$1,446,200",MORELAND,20042,2.965203,22.0,1
17789,-37.710356,144.938073,86 West Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,20033,1.685119,26.0,1
53833,-37.82254028,145.0130463,82 Yarra Boulevard,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19906,0.738501,8.0,1
93925,-38.071522,145.120619,4/602 Nepean Highway,BONBEACH,2249.0,1613.0,Kingston,19121.0,76%,"$1,179","$1,114,700",QUEENSCLIFFE,19858,0.407021,58.0,1
87636,-37.943064,145.001817,320 Hampton Street,HAMPTON,4651.0,2612.0,Bayside,11231.0,78%,"$1,653","$2,032,200",WYNDHAM,19949,0.567107,no direct trip is available,0
33011,-37.745178,145.012239,6 Erval Avenue,PRESTON,11418.0,7672.0,Darebin,27067.0,63%,"$1,155","$1,075,700",BOROONDARA,20013,1.064523,33.0,1
53233,-37.819616,144.999946,4 Tullo Place,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19907,0.796508,no direct trip is available,0
87855,-37.931471,145.014003,6 Kingston Street,HAMPTON,4651.0,2612.0,Bayside,11231.0,78%,"$1,653","$2,032,200",WYNDHAM,19949,1.317255,no direct trip is available,0
87658,-37.935738,145.001339,36 Grenville Street,HAMPTON,4651.0,2612.0,Bayside,11231.0,78%,"$1,653","$2,032,200",WYNDHAM,19949,0.249486,no direct trip is available,0
84032,-37.854195,144.995264,44 Duke Street,WINDSOR,2201.0,4448.0,Stonnington,17776.0,66%,"$1,560","$1,629,600",MAROONDAH,19957,0.351165,no direct trip is available,0
28110,-37.800677,144.978742,15 Kent Street,FITZROY,3147.0,5530.0,Yarra,9007.0,63%,"$1,483","$1,568,000",NILLUMBIK,19843,1.263871,2.0,1
95555,-37.92292786,145.0364533,33 Bendigo Avenue,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.261912,32.0,1
17342,-37.707834,144.907961,49 William Street,GLENROY,7882.0,4021.0,Moreland,27707.0,66%,"$1,004","$743,900",WYNDHAM,20032,0.894284,28.0,1
64823,-37.804622,145.301712,7 ST ANDREWS MEWS (enter at 118 Dorset Rd),CROYDON,9705.0,5573.0,Maroondah,37491.0,81%,"$1,267","$902,900",CARDINIA,19878,2.120011,42.0,1
37296,-37.639265,145.052316,310 Findon Road,EPPING,13368.0,3047.0,Whittlesea,19624.0,73%,"$1,283","$673,200",FRANKSTON,45795,1.701636,54.0,1
59141,-37.81176758,145.1787567,8 Stuart Crescent,NUNAWADING,4033.0,2270.0,Whitehorse,20796.0,70%,"$1,202","$1,171,100",STONNINGTON,19899,1.040622,28.0,1
55336,-37.846434,145.083103,234 Highfield Road,CAMBERWELL,7459.0,4358.0,Boroondara,15537.0,77%,"$2,122","$2,235,400",MELBOURNE,19849,0.614753,25.0,1
6931,-37.789869,144.823955,7 Armstrong Street,SUNSHINE WEST,6571.0,1496.0,Brimbank,30677.0,52%,$929,"$711,000",LATROBE,20021,0.798875,20.0,1
23791,-37.641457,144.909549,8 Annandale Mews,GREENVALE,6480.0,251.0,Hume,9120.0,72%,"$1,730","$942,100",HORSHAM,40220,2.307157,37.0,1
74736,-37.889567,145.072905,2 Astolat Avenue,MURRUMBEENA,2947.0,2728.0,Glen Eira,30031.0,64%,"$1,287","$1,574,000",MOIRA,19919,0.490882,22.0,1
90969,-37.96417618,145.0543823,7 Maude Street,CHELTENHAM,8087.0,5856.0,Kingston,18907.0,74%,"$1,233","$1,167,300",YARRA RANGES,19866,0.275798,40.0,1
32512,-37.737752,145.022489,29 Kathleen Street,PRESTON,11418.0,7672.0,Darebin,27067.0,63%,"$1,155","$1,075,700",BOROONDARA,20012,1.936508,35.0,1
70996,-37.850639,145.231564,10 Chichester Square,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,2.734185,37.0,1
34253,-37.722323,145.01656,20 Mendip Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,1.037151,40.0,1
9281,-37.84741592,144.7267609,12 Harrow Place,TRUGANINA,12111.0,961.0,Wyndham,39324.0,74%,"$1,402","$680,500",CENTRAL GOLDFIELDS,46468,3.090246,no direct trip is available,0
74820,-37.9030604,145.0609507,22 Boake Street,MURRUMBEENA,2947.0,2728.0,Glen Eira,30031.0,64%,"$1,287","$1,574,000",MOIRA,19919,1.538966,22.0,1
66493,-37.764073,145.319297,50 Savanna Drive,MOOROOLBARK,7655.0,1413.0,Yarra Ranges,18998.0,80%,"$1,360","$874,500",WEST WIMMERA,19877,2.380179,46.0,1
66664,-37.76599884,145.3325195,7 Quest Court,MOOROOLBARK,7655.0,1413.0,Yarra Ranges,18998.0,80%,"$1,360","$874,500",WEST WIMMERA,19876,1.774378,51.0,1
34048,-37.708117,144.992502,18 Ida Court,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,1.498629,41.0,1
65800,-37.788083,145.315231,15 Reay Road,MOOROOLBARK,7655.0,1413.0,Yarra Ranges,18998.0,80%,"$1,360","$874,500",WEST WIMMERA,19877,0.446851,46.0,1
2774,-37.8142395,144.8692322,123 Roberts Street,YARRAVILLE,5855.0,2072.0,Maribyrnong,11645.0,67%,"$1,583","$1,148,100",MITCHELL,20022,1.757731,17.0,1
3213,-37.82062149,144.8807526,26 Bena Street,YARRAVILLE,5855.0,2072.0,Maribyrnong,11645.0,67%,"$1,583","$1,148,100",MITCHELL,19996,0.966375,no direct trip is available,0
41916,-37.76740646,145.0552368,24 Hopetoun Grove,EAGLEMONT,1441.0,442.0,Banyule,21826.0,77%,"$1,551","$2,047,000",MORELAND,19934,0.440316,33.0,1
55251,-37.835837,145.056782,2/57 Seymour Grove,CAMBERWELL,7459.0,4358.0,Boroondara,15537.0,77%,"$2,122","$2,235,400",MELBOURNE,19853,1.045542,15.0,1
26825,-37.582855,144.920324,4 Naracoorte Avenue,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,2.927409,41.0,1
96009,-37.920741,145.050172,6 Bardolph court,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19939,1.214601,30.0,1
64102,-37.773271,145.294459,28 Dorset Road,CROYDON,9705.0,5573.0,Maroondah,37491.0,81%,"$1,267","$902,900",CARDINIA,19877,2.030957,46.0,1
37040,-37.64646,145.020596,2/112 Houston Street,EPPING,13368.0,3047.0,Whittlesea,19624.0,73%,"$1,283","$673,200",FRANKSTON,20005,1.067798,51.0,1
41610,-37.735224,145.060955,141 Mountain View Parade,ROSANNA,3073.0,1156.0,Banyule,21826.0,77%,"$1,551","$1,192,000",EAST GIPPSLAND,19936,0.96665,36.0,1
87204,-37.9306483,144.9933583,9 New Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19950,0.592586,no direct trip is available,0
32422,-37.73801422,145.0059357,252 Murray Road,PRESTON,11418.0,7672.0,Darebin,27067.0,63%,"$1,155","$1,075,700",BOROONDARA,20012,0.482206,35.0,1
24085,-37.701355,144.96074,179 Jukes Road,FAWKNER,4754.0,1266.0,Moreland,12899.0,53%,$865,"$745,500",MONASH,19961,0.180778,30.0,1
24105,-37.705714,144.973559,18 Victory Street,FAWKNER,4754.0,1266.0,Moreland,12899.0,53%,$865,"$745,500",MONASH,19961,1.409591,30.0,1
4909,-37.856625,144.820234,142 Grieve Parade,ALTONA,4843.0,2394.0,Hobsons Bay,11742.0,70%,"$1,160","$1,139,500",BRIMBANK,19925,1.119969,no direct trip is available,0
10440,-37.78474426,144.9247284,34 Illawarra Road,FLEMINGTON,1877.0,3086.0,Moonee Valley,14523.0,62%,"$1,401","$1,069,400",WHITTLESEA,20040,0.471699,10.0,1
13646,-37.754818,144.913803,1/22a Violet Street,ESSENDON,6869.0,5592.0,Moonee Valley,22442.0,81%,"$1,571","$1,550,000",NILLUMBIK,20037,0.249136,16.0,1
82243,-37.983542,145.238892,5 Conferta Crescent,DOVETON,3150.0,953.0,Casey,9801.0,59%,$819,"$602,200",HINDMARSH,19888,2.65703,46.0,1
49505,-37.809627,145.089171,41 Kireep Road,BALWYN,4589.0,2796.0,Boroondara,13849.0,71%,"$1,563","$2,551,100",HOBSONS BAY,19894,1.63395,22.0,1
96596,-37.997327,145.269287,2 Alice Court,HALLAM,3494.0,1290.0,Casey,9061.0,56%,"$1,156","$724,000",GLEN EIRA,19885,2.272765,50.0,1
24375,-37.708389,144.971422,39 Frederick Street,FAWKNER,4754.0,1266.0,Moreland,12899.0,53%,$865,"$745,500",MONASH,19962,1.182708,28.0,1
52899,-37.821587,145.000886,29 Brougham Street,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19907,0.632363,no direct trip is available,0
83803,-37.856419,145.0089,28 Kelvin Grove,PRAHRAN,4230.0,8324.0,Stonnington,17776.0,66%,"$1,560","$1,706,800",BOROONDARA,19946,0.767263,14.0,1
42344,-37.75968552,145.0619049,50 Castle Street,EAGLEMONT,1441.0,442.0,Banyule,21826.0,77%,"$1,551","$2,047,000",MORELAND,19935,0.309993,34.0,1
61633,-37.804859,145.233868,25A Mullum Mullum Road,RINGWOOD,6350.0,4648.0,Maroondah,28808.0,79%,"$1,393","$1,024,000",MACEDON RANGES,19902,1.300977,34.0,1
84757,-37.886559,144.998095,20 Rusden Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19954,0.317883,no direct trip is available,0
85990,-37.925391,144.988708,11 Canterbury Place,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19950,0.127839,no direct trip is available,0
74099,-37.86307144,145.2962799,"Lot 12,13 Boronia Road",BORONIA,8285.0,4281.0,Knox,20314.0,79%,"$1,162","$832,500",TOWONG,19869,1.085272,44.0,1
4104,-37.82576,144.87288,13 Ferguson Street,SPOTSWOOD,1274.0,443.0,Hobsons Bay,14791.0,74%,"$1,626","$1,144,200",GREATER SHEPPARTON,19995,1.269727,no direct trip is available,0
53116,-37.81643,145.006381,353 Highett Street,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19906,1.243278,8.0,1
8411,-37.751937,144.780135,3 Vince Stella Road,CAIRNLEA,2159.0,192.0,Brimbank,14107.0,57%,"$1,423","$969,000",YARRA RANGES,20002,1.921767,28.0,1
71368,-37.84134293,145.223465,2A Toni Court,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,2.353473,37.0,1
22080,-37.74723053,144.9495087,169 Reynard Street,COBURG,10323.0,4557.0,Moreland,29021.0,63%,"$1,268","$1,129,500",MOONEE VALLEY,19965,1.333129,23.0,1
71912,-37.837902,145.260887,1/10 Maida Avenue,BAYSWATER,4737.0,3089.0,Knox,19945.0,77%,"$1,186","$865,500",INDIGO,19870,0.766636,41.0,1
30196,-37.763867,144.993046,51 Emmaline Street,NORTHCOTE,8461.0,5349.0,Darebin,21000.0,69%,"$1,563","$1,630,800",MURRINDINDI,20015,0.353859,29.0,1
48700,-37.800508,145.035515,70 Pakington Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,2.33449,12.0,1
15696,-37.742254,144.887712,33 Coghlan Street,NIDDRIE,2198.0,1140.0,Moonee Valley,13979.0,69%,"$1,204","$1,148,000",MANSFIELD,20037,2.93797,16.0,1
48067,-37.80226517,145.0423431,2/471 High Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,2.199636,12.0,1
47773,-37.804935,145.032593,11-13 Peel Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,1.871095,12.0,1
17548,-37.69838,144.945042,63 John Street,GLENROY,7882.0,4021.0,Moreland,27707.0,66%,"$1,004","$743,900",WYNDHAM,19961,1.244879,30.0,1
20552,-37.762824,144.952737,148 Hope Street,BRUNSWICK,8835.0,8041.0,Moreland,20155.0,62%,"$1,433","$1,265,800",MARIBYRNONG,19967,0.721194,18.0,1
63510,-37.7877121,145.2739105,130 Maroondah Highway,CROYDON,9705.0,5573.0,Maroondah,37491.0,81%,"$1,267","$902,900",CARDINIA,19878,1.041874,42.0,1
36,-37.820626,144.967716,43/28 Southgate Ave,SOUTHBANK,807.0,24380.0,Melbourne,4101.0,52%,"$1,838","$2,621,500",GREATER SHEPPARTON,19854,0.266673,7.0,1
60460,-37.845098,145.186314,130 Jolimont Road,VERMONT,3636.0,1030.0,Whitehorse,20802.0,71%,"$1,459","$1,186,300",CENTRAL GOLDFIELDS,19899,2.905742,28.0,1
66164,-37.769968,145.315063,3 Blueberry Road,MOOROOLBARK,7655.0,1413.0,Yarra Ranges,18998.0,80%,"$1,360","$874,500",WEST WIMMERA,19877,1.661928,46.0,1
33735,-37.707757,144.993217,123 Broadhurst Avenue,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,1.43555,41.0,1
47063,-37.710874,145.170273,33 Onkara Court,ELTHAM,6040.0,1782.0,Nillumbik,28827.0,85%,"$1,923","$1,178,700",FRANKSTON,19987,1.999392,52.0,1
64061,-37.794659,145.290408,262 DORSET ROAD,CROYDON,9705.0,5573.0,Maroondah,37491.0,81%,"$1,267","$902,900",CARDINIA,19878,0.867278,42.0,1
47799,-37.811879,145.022723,12 Bowen Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19905,1.10738,10.0,1
4146,-37.848787,144.868765,15 Railway Parade,NEWPORT,5240.0,1816.0,Hobsons Bay,14791.0,74%,"$1,626","$1,197,100",MANSFIELD,19994,1.46867,no direct trip is available,0
12699,-37.71061,144.769009,22 Mankina Circuit,DELAHEY,2193.0,541.0,Brimbank,27356.0,64%,"$1,491","$648,400",BULOKE,20000,1.149506,34.0,1
39505,-37.682867,145.05789,112 Betula Avenue,BUNDOORA,8943.0,3243.0,Whittlesea,24119.0,69%,"$1,172","$876,900",WODONGA,45795,3.837805,54.0,1
33359,-37.701585,145.023076,1 Dumbarton Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20008,1.237141,44.0,1
56329,-37.844561,145.120367,2 Kilsyth Avenue,BURWOOD,5052.0,3288.0,Whitehorse,18501.0,73%,"$1,100","$1,296,800",MARIBYRNONG,20042,2.822247,22.0,1
56116,-37.854732,145.12064,10 Leonard Street,BURWOOD,5052.0,3288.0,Whitehorse,18501.0,73%,"$1,100","$1,296,800",MARIBYRNONG,19840,2.231039,no direct trip is available,0
69442,-37.86711,145.10189,108 High Street Road,ASHWOOD,2378.0,1176.0,Monash,12420.0,73%,"$1,469","$1,436,500",DAREBIN,19840,1.151469,no direct trip is available,0
53511,-37.814555,145.002729,57A Kent Street,RICHMOND,8875.0,13869.0,Yarra,24112.0,65%,"$1,731","$1,389,100",EAST GIPPSLAND,19978,0.995238,14.0,1
8521,-37.762053,144.798167,44 Brookglen Boulevard,CAIRNLEA,2159.0,192.0,Brimbank,14107.0,57%,"$1,423","$969,000",YARRA RANGES,20003,1.123972,26.0,1
69373,-37.864936,145.099559,1 Shelley Court,ASHWOOD,2378.0,1176.0,Monash,12420.0,73%,"$1,469","$1,436,500",DAREBIN,19839,1.312111,no direct trip is available,0
54138,-37.82476,145.026022,153 Power Street,HAWTHORN,5753.0,11459.0,Boroondara,19166.0,72%,"$1,627","$2,103,800",YARRA,19905,0.426725,10.0,1
89255,-37.95759,145.0086802,168 Beach Road,SANDRINGHAM,3340.0,2563.0,Bayside,8146.0,79%,"$1,836","$1,785,000",PYRENEES,19948,0.885323,no direct trip is available,0
15733,-37.741421,144.887506,39 Nolan Street,NIDDRIE,2198.0,1140.0,Moonee Valley,13979.0,69%,"$1,204","$1,148,000",MANSFIELD,20037,3.0026,16.0,1
51061,-37.78993607,145.109314,22 Gray Street,DONCASTER,7598.0,4243.0,Manningham,17447.0,58%,"$1,242","$1,446,200",MORELAND,19896,3.299618,25.0,1
12773,-37.698304,144.750922,25 Pimelea Way,HILLSIDE,4717.0,798.0,Melton,27356.0,64%,"$1,491","$867,300",GREATER DANDENONG,20000,2.072528,34.0,1
16404,-37.702449,144.927411,12 Glen Street,GLENROY,7882.0,4021.0,Moreland,27707.0,66%,"$1,004","$743,900",WYNDHAM,20032,0.927101,28.0,1
35566,-37.72437668,145.0153046,77 Oakhill Avenue,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,1.109387,40.0,1
58208,-37.816401,145.163293,54 Goodwin Street,BLACKBURN,4821.0,2501.0,Whitehorse,27564.0,75%,"$1,387","$1,485,900",GREATER GEELONG,19899,1.122094,28.0,1
79655,-37.982407,145.162032,14 Emmerson Street,KEYSBOROUGH,9761.0,1578.0,Greater Dandenong,16492.0,49%,"$1,253","$1,006,400",KINGSTON,19890,2.13632,41.0,1
68435,-37.859962,145.0267,29 Barkly Avenue,ARMADALE,2838.0,3841.0,Stonnington,8428.0,73%,"$1,713","$1,925,900",BRIMBANK,19944,0.736497,18.0,1
34088,-37.721384,144.999318,19 Coleman Crescent,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,0.838427,37.0,1
32746,-37.752223,145.013974,4/16 Sussex Street,PRESTON,11418.0,7672.0,Darebin,27067.0,63%,"$1,155","$1,075,700",BOROONDARA,20014,1.39171,31.0,1
86500,-37.924955,144.99956,3 Arthur Avenue,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19950,0.929491,no direct trip is available,0
27021,-37.584361,144.937501,47 Princess Circuit,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,2.00979,41.0,1
25922,-37.58908081,144.9312592,20 WOODLEA CRESCENT,CRAIGIEBURN,19933.0,1906.0,Hume,25491.0,74%,"$1,349","$643,500",YARRA RANGES,40221,1.772476,41.0,1
1012,-37.805177,144.885251,41 Williamstown Road,SEDDON,2035.0,844.0,Maribyrnong,16926.0,49%,"$1,181","$1,148,600",EAST GIPPSLAND,20023,0.375005,15.0,1
92250,-37.976895,145.058043,35 Patty Street,MENTONE,4507.0,3922.0,Kingston,14158.0,76%,"$1,288","$1,332,300",WEST WIMMERA,19865,0.834711,43.0,1
43069,-37.718602,145.05965,3 Hideaway Turn,MACLEOD,3511.0,1718.0,Banyule,12063.0,79%,"$1,458","$1,123,400",WANGARATTA,19983,1.174376,39.0,1
68466,-37.860445,145.026511,30 Barkly Avenue,ARMADALE,2838.0,3841.0,Stonnington,8428.0,73%,"$1,713","$1,925,900",BRIMBANK,19944,0.691273,18.0,1
37870,-37.6313591,145.0337677,92 Maserati Drive,EPPING,13368.0,3047.0,Whittlesea,19624.0,73%,"$1,283","$673,200",FRANKSTON,20005,2.36274,51.0,1
92982,-38.001419,145.080133,21 Rosella Road,PARKDALE,4160.0,2433.0,Kingston,24045.0,76%,"$1,492","$1,341,800",STONNINGTON,19863,0.875363,48.0,1
